n,int
1800,0.792222
1800,0.78
1800,0.782222
1800,0.791667
1800,0.774444
1800,0.79
1800,0.775556
1800,0.780556
1800,0.787778
1800,0.786667
1800,0.788889
1800,0.785
1800,0.782778
1800,0.793889
1800,0.773889
1850,0.77027
1850,0.767027
1850,0.802162
1850,0.784324
1850,0.782703
1850,0.774595
1850,0.797297
1850,0.778919
1850,0.790811
1850,0.781622
1850,0.789189
1850,0.771351
1850,0.797838
1850,0.807568
1850,0.775135
1850,0.787568
1850,0.798919
1850,0.785405
1850,0.782162
1850,0.779459
1850,0.786486
1850,0.800541
1850,0.792973
1850,0.785405
1850,0.768649
1850,0.799459
1850,0.79027
1850,0.778919
1850,0.796216
1850,0.788108
1850,0.773514
1850,0.777838
1850,0.771351
1850,0.794054
1850,0.788108
1850,0.787027
1850,0.802162
1850,0.775676
1850,0.792973
1850,0.76973
1850,0.782162
1850,0.788108
1850,0.781622
1850,0.792432
1850,0.783243
1850,0.777838
1850,0.807027
1850,0.795676
1850,0.783784
1850,0.766486
1900,0.778947
1900,0.789474
1900,0.779474
1900,0.775789
1900,0.769474
1900,0.783684
1900,0.785789
1900,0.79
1900,0.77
1900,0.794211
1900,0.787368
1900,0.799474
1900,0.782105
1900,0.8
1900,0.784211
1900,0.794737
1900,0.779474
1900,0.787368
1900,0.766316
1900,0.778421
1900,0.782632
1900,0.782105
1900,0.783158
1900,0.785263
1900,0.79
1900,0.797895
1900,0.785263
1900,0.772632
1900,0.793684
1900,0.777895
1900,0.770526
1900,0.792632
1900,0.784211
1900,0.794211
1900,0.78
1900,0.776842
1900,0.779474
1900,0.795263
1900,0.787368
1900,0.798421
1900,0.779474
1900,0.767895
1900,0.800526
1900,0.772632
1900,0.782632
1900,0.786842
1900,0.775263
1900,0.798421
1900,0.781579
1900,0.781579
1950,0.781538
1950,0.798462
1950,0.771282
1950,0.78359
1950,0.784615
1950,0.781026
1950,0.792308
1950,0.798462
1950,0.778974
1950,0.778974
1950,0.780513
1950,0.790769
1950,0.776923
1950,0.781026
1950,0.788718
1950,0.782051
1950,0.798462
1950,0.805128
1950,0.792308
1950,0.803077
1950,0.796923
1950,0.791282
1950,0.787692
1950,0.785641
1950,0.773846
1950,0.798462
1950,0.78359
1950,0.782564
1950,0.788718
1950,0.797949
1950,0.777436
